MINE_ID,CURRENT_MINE_NAME,CURRENT_MINE_TYPE,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,PRIMARY_SIC,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,longitude_FALSE,latitude,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,NEAREST_TOWN,longitude
5100223,Sanford's Service Center Incorporated,Surface,Sanford  Iwata,L14468,Sanford's Service Center Inc,HI,"Crushed, Broken Stone NEC",5,8,1,0,6,Y,154.958889,19.506944,,,,,,0,N,N,N,N,N,Pahoa,-154.958889
5000030,Usibelli,Surface,Joseph E  Usibelli,P04002,Usibelli Coal Mine Inc,AK,Coal (Bituminous),4,9,2,1,120,N,148.966111,63.856944,192,,,3,1,,N,N,Y,N,Y,Healy,-148.966111
5001977,Northland Coal Screening Plant,Facility,Mark W  Sanford,80506,Northland Fuels and Energy,AK,Coal (Bituminous),2,8,1,0,3,N,148.966111,63.856944,,,,,0,,N,N,N,N,N,Healy,-148.966111
5001614,Scabtron,Underground,Mark E  Miell,L38257,Scabtron,AK,Gold Ore,7,8,1,0,2,N,147.549722,65.076667,,VI,,,,0,N,N,N,N,N,Fairbanks,-147.549722
5001616,Fort Knox Mine,Surface,Kinross Gold Corp,L33155,Fairbanks Gold Mining Inc,AK,Gold Ore,7,12,2,0,467,N,146.521944,65.072777,,,,,,0,N,N,N,N,N,Fairbanks,-146.521944
5001642,Pogo Mine,Underground,Sumitomo Metal Mining Co Ltd,L16072,Sumitomo Metal Mining Pogo LLC,AK,Gold Ore,7,12,2,2,350,N,146.111111,64.259722,,VI,,,,0,N,N,N,N,N,Delta Junction,-146.111111
5001544,Kensington,Underground,"Coeur Mining, Inc.",L13779,Coeur Alaska Inc,AK,Gold Ore,7,12,2,0,323,N,135.017222,58.799444,,VI,,,,1,N,N,N,N,N,Juneau,-135.017222
5001267,Hecla Greens Creek Mine,Underground,Hecla Mining Company,L11319,Hecla Greens Creek Mining Company,AK,Silver Ore,7,11,2,2,410,N,134.745833,58.1175,,VI,,,,0,N,N,N,N,N,Juneau,-134.745833
3501003,Kincheloe Quarry,Surface,Wesley J  Kincheloe,L01786,Kincheloe & Sons Inc,OR,"Crushed, Broken Traprock",5,8,1,0,3,Y,124.161389,43.105556,,,,,,0,N,N,N,N,N,Myrtle Point,-124.161389
402711,ALTON PIT & MILL,Surface,Robert C  McLaughlin; Michael J  McLaughlin,L05691,Eureka Sand & Gravel Co Inc,CA,Construction Sand and Gravel,5,0,0,0,2,Y,124.149444,40.548611,,,,,,0,N,N,N,N,N,EUREKA,-124.149444
405368,ERM Rock,Surface,Robert C  McLaughlin; Michael J  McLaughlin,L05691,Eureka Ready Mix Concrete Co Inc,CA,Construction Sand and Gravel,5,8,1,0,3,Y,124.128055,40.513888,,,,,,0,N,N,N,N,N,scotia,-124.128055
3503291,Portable Crusher,Surface,Ronald D  Braxling,L02274,Braxling & Braxling Inc,OR,"Crushed, Broken Stone NEC",5,8,1,0,5,Y,124.0475,44.648055,,,,,,0,N,N,N,N,N,NEWPORT,-124.0475
3502376,Cedar Creek Quarries Inc-Fischer Pit,Surface,Robert G  Wienert,L07267,Cedar Creek Quarries Inc,OR,"Crushed, Broken Traprock",5,8,1,0,4,Y,124.042777,44.637222,,,,,,0,N,N,N,N,N,Lincoln city,-124.042777
3503123,Cedar Creek Quarries Inc-Cedar Creek Pit,Surface,Robert G  Wienert,L07267,Cedar Creek Quarries Inc,OR,"Crushed, Broken Traprock",5,8,1,0,3,Y,124.042777,44.637222,,,,,,0,N,N,N,N,N,Newport,-124.042777
3503353,Cedar Creek Quarries Inc - Panky Pit,Surface,Robert G  Wienert,L07267,"Cedar Creek Quarries, Inc",OR,"Crushed, Broken Stone NEC",5,8,1,0,3,Y,124.042777,44.637222,,,,,,0,N,N,N,N,N,Cedar creek,-124.042777
401760,CHRISTIE BAR,Surface,Robert C  McLaughlin; Michael J  McLaughlin,L05691,Eureka Sand & Gravel Co. Inc.,CA,Construction Sand and Gravel,0,0,0,,4,Y,123.997872,40.888504,,,,,,,N,N,N,N,N,,-123.997872
3503558,Eagle Portable Crusher,Surface,Shawn  Teevin; Tom  Fischer,76163,Teevin & Fischer Quarry LLC,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,123.915277,46.058888,,,,,,0,N,N,N,N,N,Seaside,-123.915277
4503331,Portable Crusher,Surface,Jesse  Kollman,L15676,Arris Kollman Trucking Inc,WA,"Crushed, Broken Traprock",5,8,1,1,3,Y,123.844444,46.969444,,,,,,0,N,N,N,N,N,Hoquiam,-123.844444
3503364,Heinz pit,Surface,(Andrew) Martin  Nygaard,L35863,"Warrenton Fiber Company, Inc.",OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,123.811666,46.169444,,,,,,0,N,N,N,N,N,Clatsop,-123.811666
4500319,Newskah Quarry ,Surface,Randy  Rognlin,L15456,Northwest Rock Inc,WA,"Crushed, Broken Traprock",5,8,1,0,2,Y,123.809722,46.898055,,,,,,0,N,N,N,N,N,Aberdeen,-123.809722
4503304,Hawks Superior Rock Inc,Surface,Michael  Runyon,L34142,Hawks Superior Rock Inc,WA,"Crushed, Broken Traprock",5,8,1,0,2,Y,123.803888,46.690833,,,,,,0,N,N,N,N,N,Raymond,-123.803888
404280,Randall Sand & Gravel,Surface,Cathy R  Studebaker,76943,Randall Sand & Gravel,CA,Construction Sand and Gravel,5,8,1,0,5,Y,123.799722,40.093611,,,,,,0,N,N,N,N,N,Garberville,-123.799722
4500063,Naselle Quarry,Surface,Arne L Wirkkala,L06086,Naselle Rock & Asphalt Company,WA,"Crushed, Broken Traprock",5,8,1,0,8,Y,123.785008,46.381735,,,,,,0,N,N,N,N,N,Naselle,-123.785008
3503436,Whiskey CR Plant,Surface,Clay E  Cook,L15669,S-C Paving Company,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,123.765833,45.442222,,,,,,0,N,N,N,N,N,Tillamook,-123.765833
4501129,Chinook Quarry ,Surface,Arne L Wirkkala,L06086,Naselle Rock & Asphalt Company,WA,"Crushed, Broken Traprock",5,8,1,0,3,Y,123.758678,46.410841,,,,,,0,N,N,N,N,N,Naselle,-123.758678
4503552,Wynoochee Pit East,Surface,Randy  Rognlin,L15456,Northwest Rock Inc,WA,Construction Sand and Gravel,5,8,1,0,3,Y,123.581944,47.078611,,,,,,1,N,N,N,N,N,Aberdeen,-123.581944
4503570,Black Diamond Quarry,Surface,Dennis  Holcomb,54796,D. Holcomb & Co.,WA,Construction Sand and Gravel,5,8,1,0,3,Y,123.498056,48.060278,,,,,,0,N,N,N,N,N,Port Angeles,-123.498056
3500524,Oakridge Sand & Gravel Incorporated,Surface,Edward B Fisher,L36841,Oakridge Sand & Gravel Inc,OR,Construction Sand and Gravel,5,10,1,0,4,Y,123.483056,44.073611,,,,,,0,N,N,N,N,N,Oakridge,-123.483056
4503441,Andersen & Sons Gravel,Surface,Andrew  Andersen; Eric  Andersen,L17355,Andersen & Sons Gravel,WA,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,123.430833,48.118055,,,,,,0,N,N,N,N,N,Port Angeles,-123.430833
3502841,Shenk Quarry,Surface,Dan  Kauffman,50968,D K  Quarries Inc,OR,"Crushed, Broken Stone NEC",5,8,1,0,3,Y,123.429166,44.985277,,,,,,0,N,N,N,N,N,Rickreal,-123.429166
3500135,BEAR CREEK QUARRY,Surface,Mary Lou  Garrett,L12344,W W D Corp,OR,"Crushed, Broken Stone NEC",5,8,1,0,6,Y,123.351496,43.63989,,,,,,0,N,N,N,N,N,Drain,-123.351496
405139,Harris Quarry,Surface,Frank  Dutra,L36772,Northern Aggregates Inc,CA,"Crushed, Broken Stone NEC",5,10,1,0,9,Y,123.310556,39.3375,,,,,,0,N,N,N,N,N,PORTALBE,-123.310556
3503343,Territorial Rock Pit,Surface,Joseph G  Pilling,68023,Precision Aggregate Products Inc,OR,"Crushed, Broken Stone NEC",5,8,1,0,3,Y,123.295277,44.296111,,,,,,0,N,N,N,N,N,Monroe,-123.295277
3500089,Conser Quarry,Surface,George  Tracer,L32067,Conser Quarry Co,OR,"Crushed, Broken Traprock",5,10,1,0,6,Y,123.271388,44.251944,,,,,,0,N,N,N,N,N,Junction City,-123.271388
3500463,Fisher Island Plant ,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,"Crushed, Broken Traprock",5,8,1,0,5,Y,123.264722,44.556388,,,,,,0,N,N,N,N,N,Corvallis,-123.264722
3502705,ESG Corvallis Facility,Surface,CRH PLC,L00029,Green & White Rock Products ,OR,Construction Sand and Gravel,5,10,1,1,10,Y,123.26,44.488611,,,,,,0,N,N,N,N,N,corvalis,-123.26
3501306,Portable Crusher,Surface,Carla A  Robertson,L02708,Robco Inc,OR,"Crushed, Broken Traprock",5,8,1,0,3,Y,123.254444,42.435,,,,,,0,N,N,N,N,N,Grants Pass,-123.254444
3503435,Martin Creek Quarry,Surface,Robert  Mullins,L15029,Martin Creek Quarry Inc,OR,"Crushed, Broken Stone NEC",5,8,1,0,3,Y,123.205278,43.854722,,,,,,0,N,N,N,N,N,Cottage Grove,-123.205278
4500581,Blake Pit,Surface,David A  Blake; Casey L  Blake,109806,"Blake Sand & Gravel, Inc.",WA,Construction Sand and Gravel,5,8,1,0,9,Y,123.1675,48.130556,,,,,,0,N,N,N,N,N,Sequim,-123.1675
4503325,Lawson Quarry Inc,Surface,Richard  Lawson Jr; Thomas  Lawson,L37770,Lawson Quarry Inc,WA,Construction Sand and Gravel,5,8,1,0,3,Y,123.137222,48.555,,,,,,0,N,N,N,N,N,Friday harbor,-123.137222
4502282,Shelton Pit,Surface,Walt  Miles,L00797,Miles Sand & Gravel Company ,WA,Construction Sand and Gravel,5,8,1,0,5,Y,123.133056,47.209722,,,,,,0,N,N,N,N,N,Shelton,-123.133056
3501203,Bowyer Quarry,Surface,John F  Kamph,L35086,Kamph Rock Crushing Company Inc,OR,"Crushed, Broken Stone NEC",5,10,1,0,3,Y,123.121111,45.151944,,,,,,0,N,N,N,N,N,Dayton,-123.121111
4500616,Davis Sand & Gravel Incorporated,Surface,Dana  Davis,L32465,Davis Sand & Gravel Company Inc,WA,Construction Sand and Gravel,5,8,1,0,4,Y,123.111667,48.106944,,,,,,2,N,N,N,N,N,Sequim,-123.111667
4503066,Kennedy Creek Quarry,Surface,James L  Thurman,L35157,Kennedy Creek Quarry Incorporated,WA,"Crushed, Broken Traprock",5,8,1,0,5,Y,123.108636,47.107423,,,,,,1,N,N,N,N,N,Shelton,-123.108636
4503436,LITTLE CREEK ROCK QUARRY,Surface,Jesse  Kollman,L15676,Arris Kollman Trucking Inc,WA,"Crushed, Broken Traprock",5,8,1,0,5,Y,123.108333,47.149444,,,,,,0,N,N,N,N,N,Shelton,-123.108333
3500481,Delta Pit And Plant,Surface,Paula J  Babb,L32531,Delta Sand & Gravel Company,OR,Construction Sand and Gravel,5,8,1,0,27,Y,123.107222,44.096667,,,,,,0,N,N,N,N,N,Eugene,-123.107222
3503321,MBI Portable Crusher #1,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,"Crushed, Broken Traprock",5,8,1,0,5,Y,123.1025,44.559166,,,,,,0,N,N,N,N,N,Linn,-123.1025
3500484,ESG Eugene Facility,Surface,CRH PLC,L00029,Eugene Sand & Gravel ,OR,Construction Sand and Gravel,5,8,1,0,9,Y,123.099166,44.095833,,,,,,0,N,N,N,N,N,Eugene,-123.099166
3500472,WCP Inc dba Commercial Redi-Mix ,Surface,WCP Incorporated,83544,Commercial Redi-Mix ,OR,Construction Sand and Gravel,5,8,1,0,5,Y,123.098333,44.919722,,,,,,0,N,N,N,N,N,Salem,-123.098333
3503356,Plant #1,Surface,Aggregate Resource Industries Inc,117994,"Aggregate Resource Crushing, LLC",OR,"Crushed, Broken Stone NEC",5,8,1,0,6,Y,123.086667,44.051944,,,,,,0,N,N,N,N,N,Cottage Grove,-123.086667
3503746,Portable 1,Surface,Brent  Kerr,108985,Columbia Northwest Recycling Inc.,OR,"Crushed, Broken Stone NEC",5,10,2,0,3,Y,123.076111,45.471944,,,,,,0,N,N,N,N,N,Cornelius,-123.076111
4503473,Manke Family Res LP Johns Prairie Mine,Surface,Manke Family Resources & Tacoma Timber Company,L18181,Manke Family Resources LP,WA,Construction Sand and Gravel,5,9,1,0,9,Y,123.067778,47.232778,,,,,,0,N,N,N,N,N,Shelton,-123.067778
3500515,Wildish Sand & Gravel Co Plant #2,Surface,Wildish Land Company,L02579,Wildish Sand & Gravel Co,OR,Construction Sand and Gravel,5,8,1,0,12,Y,123.066666,44.11,,,,,,0,N,N,N,N,N,Eugene,-123.066666
3500503,Keizer Pit & Plant,Surface,J Scott  Erickson,L39862,Viesko Redi Mix Inc,OR,Construction Sand and Gravel,5,8,1,0,4,Y,123.058333,44.998611,,,,,,0,N,N,N,N,N,Keizer,-123.058333
3501064,ESG Coburg Facility,Surface,CRH PLC,L00029,Eugene Sand & Gravel,OR,Construction Sand and Gravel,5,9,2,0,13,Y,123.057222,44.1225,,,,,,0,N,N,N,N,N,Eugene,-123.057222
3503658,Egge Quarry,Surface,Vernon L  Egge,79683,Coburg Road Quarry LLC,OR,"Crushed, Broken Stone NEC",5,8,1,0,6,Y,123.053888,44.119444,,,,,,0,N,N,N,N,N,Eugene,-123.053888
3503425,Windsor Rock Products,Surface,James A  Monaghan,L14774,Windsor Rock Products ,OR,"Crushed, Broken Stone NEC",5,8,1,0,18,Y,123.050837,45.043313,,,,,,0,N,N,N,N,N,Keizer,-123.050837
4502286,Bayshore Pit,Surface,Dietz  Kadoun,107905,Bayshore Sand & Gravel,WA,Construction Sand and Gravel,5,8,0,0,1,Y,123.045833,47.249167,,,,,,0,N,N,N,N,N,Shelton,-123.045833
404981,"Diamond T Natural Resources, LLC",Surface,Wendel  Trappe,L31541,"Canyon Rock Co., Inc",CA,Construction Sand and Gravel,5,8,1,0,6,Y,123.045555,38.475277,,,,,,0,N,N,N,N,N,CAZADERO,-123.045555
4503556,Portable Crusher,Surface,John R  Moerke,L16693,Alderbrook Quarry Inc,WA,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,123.033889,46.580556,,,,,,0,N,N,N,N,N,Chehalis,-123.033889
3500557,VIESKO PIT AND PLANT,Surface,J Scott  Erickson,L39862,Viesko Redi Mix Inc,OR,Construction Sand and Gravel,5,10,1,0,7,Y,123.031944,45.095833,,,,,,2,N,N,N,N,N,Brooks,-123.031944
3503444,Crabtree Pit,Surface,Richard  Jonas,122614,"Crabtree Crushing, Inc",OR,"Crushed, Broken Stone NEC",6,9,1,0,13,Y,123.026111,45.272777,,,,,,0,N,N,N,N,Y,DUNDEE,-123.026111
3502968,Reed Pit,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,Construction Sand and Gravel,7,12,2,0,9,Y,123.013889,45.059167,,,,,,0,N,N,N,N,N,tangent,-123.013889
404900,La Grange Mine,Surface,Larry E  Yingling,L09730,Eagle Rock Inc,CA,Dimension Stone NEC,6,8,1,0,9,Y,123.003333,40.734444,,,,,,0,N,N,N,N,N,Yreka,-123.003333
1200023,Delphi Limestone Company,Surface,Heritage Group,L02006,"U S Aggregates, Inc.",IN,"Crushed, Broken Limestone NEC",5,12,2,0,32,Y,122.996666,46.973333,,,,,,0,N,N,N,N,N,Delphi,-122.996666
4501429,PIT #1,Surface,Mark John  Dulin,L12435,Dulin Construction Inc,WA,Construction Sand and Gravel,5,8,1,0,5,Y,122.992777,46.756632,,,,,,0,N,N,N,N,N,Centralia,-122.992777
3503378,Willow Creek Aggregate,Surface,Michael Ray  Hilton,L34279,Hilton Fuel & Supply Company,OR,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.976389,42.383889,,,,,,0,N,N,N,N,N,Central Point,-122.976389
3500631,Ellendale Portable Crusher,Surface,CRH PLC,L00029,Valley Concrete & Gravel Co.,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,122.974166,44.898611,,,,,,0,N,N,N,N,N,Dallas,-122.974166
3502761,Portable Rock Production Co. Sears Pit,Surface,Lonny  Bessett,L01183,Portable Rock Production Company Inc,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,122.974005,43.982635,,,,,,0,N,N,N,N,N,Pleasant Hill,-122.974005
3502478,Turner Gravel Facility,Surface,CRH PLC,L00029,River Bend Sand & Gravel Co.,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,122.963337,44.846193,,,,,,0,N,N,N,N,N,Turner,-122.963337
3503496,Portable 1,Surface,MDU Resources Group Inc,L16679,Knife River Corporation-Northwest,OR,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.959444,42.421111,,,,,,0,N,N,N,N,N,Medford,-122.959444
3503667,Portable 3,Surface,MDU Resources Group Inc,L16679,Knife River Corporation-Northwest,OR,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.959444,42.421111,,,,,,0,N,N,N,N,N,Central Point,-122.959444
3500512,Kirtland,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,Construction Sand and Gravel,5,8,1,0,7,Y,122.958611,42.423333,,,,,,0,N,N,N,N,N,Medford,-122.958611
4503086,Good Portable Crusher,Surface,Alan Lee  Good,L10615,Good Crushing Inc,WA,Construction Sand and Gravel,5,8,1,0,2,Y,122.954722,46.538888,,,,,,0,N,N,N,N,N,Chehalis,-122.954722
4503261,BREEN PORTABLE NO.2,Surface,Sterling D  Breen,L10886,Sterling Breen Crushing Inc,WA,Construction Sand and Gravel,5,8,1,0,8,Y,122.952222,46.726388,,,,,,0,N,N,N,N,N,Centralia,-122.952222
3503467,Venable Pit,Surface,Edward J  Kernaghan,98945,"Southern Oregon Ready Mix, LLC",OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,122.946111,42.415,,,,,,0,N,N,N,N,N,CENTRAL POINT,-122.946111
4503656,Portable #1,Surface,Rusty  Gill,123451,R.G. Crushing Inc.,WA,"Crushed, Broken Basalt",5,8,1,0,3,N,122.945556,46.649722,,,,,,0,N,N,N,N,N,Chehalis,-122.945556
4503234,Hard Rock Gardiner Pit,Surface,William  Arness,L18641,Hard Rock Inc,WA,Construction Sand and Gravel,5,8,1,0,1,Y,122.942778,48.055556,,,,,,0,N,N,N,N,N,Gardiner,-122.942778
400079,Canyon Rock Co Inc,Surface,Wendel  Trappe,L31541,Canyon Rock Co Inc,CA,"Crushed, Broken Stone NEC",6,10,1,0,10,Y,122.923333,38.514444,,,,,,0,N,N,N,N,N,Forestville,-122.923333
4503250,Sea Island Quarry,Surface,Rockwell B  Arnt,L16331,Sea Island Corp,WA,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.920833,48.645833,,,,,,0,N,N,N,N,N,Eastsound,-122.920833
3503619,Plant #3,Surface,Chris  Galpin; John  Holmes,L18406,Southern Oregon Rock,OR,"Crushed, Broken Stone NEC",4,8,1,0,4,Y,122.918961,42.422014,,,,,,0,N,N,N,N,N,Eagle Point,-122.918961
4503698,Maytown Sand & Gravel,Surface,Robert R  Lloyd,L04848,"Lloyd Enterprises, Inc.",WA,Construction Sand and Gravel,4,8,1,0,4,Y,122.9125,46.888055,,,,,,0,N,N,N,N,N,Maytown,-122.9125
3503605,Waterview,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,Construction Sand and Gravel,5,8,1,0,6,Y,122.909148,45.950106,,,,,,0,N,N,N,N,N,Deer Island,-122.909148
3500634,Farmington Pit,Surface,Gary T  Baker,L06838,Baker Rock Crushing Company,OR,"Crushed, Broken Traprock",5,8,1,0,33,Y,122.905026,45.457434,,,,,,0,N,N,N,N,N,Beaverton,-122.905026
4502700,JLS CRUSHER #2,Surface,Jerry L  Storedahl,L08232,J L Storedahl & Sons Inc,WA,Construction Sand and Gravel,5,8,1,0,8,Y,122.893611,46.118333,,,,,,0,N,N,N,N,N,Kelso,-122.893611
400276,Blue Rock Quarry,Surface,Dean  Soiland,L11084,BoDean Company Inc,CA,"Crushed, Broken Traprock",5,9,1,0,5,Y,122.882777,38.463611,,,,,,0,N,N,N,N,N,Santa Rosa,-122.882777
4503119,Hamilton Resources,Surface,Walt  Miles,L00797,Miles Sand & Gravel,WA,Construction Sand and Gravel,5,8,1,0,6,Y,122.87603,46.842848,,,,,,0,N,N,N,N,N,Tenino,-122.87603
3500798,Scappoose Sand & Gravel Company,Surface,Scott T  Parker,L38260,Scappoose Sand & Gravel Company,OR,Construction Sand and Gravel,5,8,1,0,4,Y,122.873055,45.766666,,,,,,3,N,N,N,N,N,Scappoose,-122.873055
401700,Healdsburg Main Plant,Surface,James M  Syar,L01976,Syar Industries Inc,CA,Construction Sand and Gravel,5,8,1,0,12,Y,122.855555,38.603888,,,,,,0,N,N,N,N,N,healdsberg,-122.855555
3500525,Santosh DBA CalPortland,Surface,Taiheiyo Cement Corp,L11900,CalPortland Company,OR,Construction Sand and Gravel,5,8,1,1,38,Y,122.851388,45.787222,,,,,,0,N,N,N,N,N,Portland,-122.851388
3503438,Eagle Star Rock Products LLC,Surface,John L  Jersey II; Mike P  Wilkins,L18573,Eagle Star Rock Products LLC,OR,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.839444,45.870833,,,,,,0,N,N,N,N,N,Portland,-122.839444
404744,Moores Gravel Inc,Surface,Richard S  Moore,118507,"Moore's Gravel, Inc",CA,"Crushed, Broken Stone NEC",5,8,1,0,2,Y,122.8275,41.348611,,,,,,0,N,N,N,N,N,siskiyou,-122.8275
3503527,MBI Portable Crusher #2,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,"Crushed, Broken Stone NEC",5,8,1,1,5,Y,122.815277,45.870555,,,,,,0,N,N,N,N,N,Lebanon,-122.815277
4503599,Bear Creek,Surface,Stephen J  Johnson,51163,Peninsula Topsoil,WA,"Sand, Common",5,10,1,0,9,Y,122.814444,47.496944,,,,,,0,N,N,N,N,N,Belfair,-122.814444
3503418,Northfork Excavating Incorporated,Surface,Debbie J  Eaton,L14078,Northfork Excavating Inc,OR,"Crushed, Broken Stone NEC",4,10,1,0,5,Y,122.813611,45.351388,,,,,,0,N,N,N,N,N,Sherwood,-122.813611
3503608,Crusher #4,Surface,Lloyd  Town,L01520,Meisel Rock Products,OR,"Crushed, Broken Stone NEC",5,8,1,0,4,Y,122.80584,45.341632,,,,,,0,N,N,N,N,N,McMinnville,-122.80584
3503022,Coffee Lake Pond,Surface,MDU Resources Group Inc,L16679,Knife River Corporation - Northwest,OR,"Crushed, Broken Traprock",5,8,1,0,18,Y,122.803169,45.351472,,,,,,0,N,N,N,N,N,Portland,-122.803169
