MineID,MineName,latitude,longitude,TotalExemptions
3503513,Oregon Belle Mine,42.2925,-123.101111,100
3500472,WCP Inc dba Commercial Redi-Mix ,44.919722,-123.098333,327
3503356,Plant #1,44.051944,-123.086667,1286
3500480,Dayton ,45.22514,-123.077764,375
3503746,Portable 1,45.471944,-123.076111,877
3500515,Wildish Sand & Gravel Co Plant #2,44.11,-123.066666,1040
3503658,Egge Quarry,44.119444,-123.053888,948
3503053,Fowler's Pit,44.975277,-123.046944,993
404981,"Diamond T Natural Resources, LLC",38.475277,-123.045555,952
4503486,J L S Permanent Jaw Crusher ,46.182472,-123.034538,707
3500557,VIESKO PIT AND PLANT,45.095833,-123.031944,1123.8
3502968,Reed Pit,45.059167,-123.013889,4226
404900,La Grange Mine,40.734444,-123.003333,1154
3503284,Crusher Dawgs Inc,44.988564,-123.000082,100
4501429,PIT #1,46.756632,-122.992777,7985
4502946,Delphi Quarry,47.030555,-122.986388,60
3503378,Willow Creek Aggregate,42.383889,-122.976389,5737
3500556,Valley Concrete & Gravel Prtbl Crusher,44.898611,-122.974166,100
3500631,Ellendale Portable Crusher,44.898611,-122.974166,297
3503044,Bethel Heights Portable Crusher,44.898611,-122.974166,1037
3502761,Portable Rock Production Co. Sears Pit,43.982635,-122.974005,54113.5
3503494,Portable Rock Production Co,43.9825,-122.973888,30
3503496,Portable 1,42.421111,-122.959444,3255
3503667,Portable 3,42.421111,-122.959444,8712
3500512,Kirtland,42.423333,-122.958611,174
4502667,Wood & Son - K&M Quarries,47.023333,-122.956389,3660
4503086,Good Portable Crusher,46.538888,-122.954722,138
4503261,BREEN PORTABLE NO.2,46.726388,-122.952222,1723
3503467,Venable Pit,42.415,-122.946111,2331
4503234,Hard Rock Gardiner Pit,48.055556,-122.942778,15500
405336,Highway 175 Quarry,38.994444,-122.935555,134
4503251,Dolphin Bay Quarry,48.661388,-122.935555,8
405007,Con Agg,40.711944,-122.930277,32584
4503319,Mandy Rd Pit,46.403055,-122.923333,1016
4503250,Sea Island Quarry,48.645833,-122.920833,1141
3503605,Waterview,45.950106,-122.909148,2254
4503356,Penny Creek Quarry,47.814722,-122.9075,5600
3500634,Farmington Pit,45.457434,-122.905026,3959
4502700,JLS CRUSHER #2,46.118333,-122.893611,5644
4503119,Hamilton Resources,46.842848,-122.87603,100
3500798,Scappoose Sand & Gravel Company,45.766666,-122.873055,273
3503465,Angell Quarry,45.707222,-122.8725,10529
3500525,Santosh DBA CalPortland,45.787222,-122.851388,17584
4500416,Centralia Coal Mine,46.754167,-122.850278,1547
3503438,Eagle Star Rock Products LLC,45.870833,-122.839444,238
3503280,Western Rock Reduction Portable,42.583421,-122.820124,35686
4503599,Bear Creek,47.496944,-122.814444,1130
3503608,Crusher #4,45.341632,-122.80584,243
3503022,Coffee Lake Pond,45.351472,-122.803169,200
3503429,104  Portable,45.36428,-122.799593,5747.4
4500670,Olympia Sand & Gravel,47.062182,-122.793214,373
3500320,RIVERGATE PLANT,45.622777,-122.784166,4189
3500807,WILLAMETTE RIVER,45.298333,-122.780277,624
4502316,Cotton Pit & Plant,48.024444,-122.7675,4959
4503286,Columbia River Carbonates (Woodland Mill,45.904559,-122.743991,2886
400284,"Soiland Co., Inc.",38.321944,-122.736666,500.96
4503307,Circle C Rock Products,45.861299,-122.731227,2767
4502574,Dickey Pit,47.643056,-122.7225,1172
4502704,Central Pit,48.209992,-122.722481,135
3503508,Canby Pit,45.241389,-122.721111,492
3500497,Canby Sand & Gravel Co,45.253611,-122.713889,54952.25
4500637,Nisqually Pit,47.049874,-122.708811,9214
3503293,Davis Creek Pit,45.001388,-122.701388,9061
3503688,Portable Crusher,44.813055,-122.689722,100
4503208,Shine Quarry Inc,47.925278,-122.683611,13794
3503491,Meadows Rock,45.589444,-122.680833,5890
403425,Washington Mine,40.718889,-122.671389,11372
4503187,LUMMI ISLAND QUARRY,48.679722,-122.631388,23573
4500951,Island County RM,48.356666,-122.613888,627
4501301,Krieg Pit & Plant,48.34,-122.611111,873
3503584,Weekly Bros Inc,43.298611,-122.600277,2643
4502244,"Rempel Bro's Concrete, Inc.",48.153611,-122.595833,2950
3503260,Harvey W Buche Road Building Inc,45.096944,-122.587777,26708
3503328,Molalla Quarries,45.147222,-122.576944,11301.64
401036,CLEARLAKE LAVA,38.984444,-122.546944,183
4503089,English Pit,45.621111,-122.526111,224
405495,Portable #1 Big Plant,41.644444,-122.525555,8
4503276,D D One,48.769444,-122.515,29468
4503487,Evergreen Pit,45.635833,-122.513055,84
4503281,Roy,46.978611,-122.500556,220
3503463,Avison Rock Quarry,45.114166,-122.475833,744
4503039,Fisher Quarry,45.587778,-122.473333,2515
3503297,Plant 1 J Davidson & Sons Const Co Inc,43.739722,-122.467778,180
3503420,Plant 2 J Davidson & Sons Const Co Inc,43.739722,-122.467777,162
3500495,Gresham Sand & Gravel Co,45.505877,-122.462763,1249
400021,San Rafael Rock Quarry,37.984166,-122.453333,13595.6
4500723,LAUREL PIT,48.854166,-122.4525,25638
3503655,Rickard Rock Quarry,45.501111,-122.4225,3247
400174,Guadalupe,37.687222,-122.419166,9724
404146,Aggregate Products,40.508905,-122.416721,3455
4503290,Tacoma Plant,47.271111,-122.3975,16655
4503685,A & B Rock Pit,48.891111,-122.3975,14381
402261,PILARCITOS QUARRY,37.494722,-122.392222,64560
3500483,Estacada Rock Products Inc,45.302778,-122.358333,8214
4503073,Fredrickson Pit,47.0825,-122.358333,21496
4503561,Canyon Resources,47.201388,-122.356111,62
4500805,Seattle Plant,47.554444,-122.345278,191982
4500359,Seattle Plant,47.567222,-122.3425,77953
4503633,Belleville,48.526666,-122.340277,300
4503239,J A Jack & Sons,47.553611,-122.339444,27790
4503157,Portable Crusher,45.583611,-122.336944,51
400034,Redding Plant,40.7375,-122.318056,88186
405290,Fawndale Rock & Asphalt,40.733888,-122.317222,227
402708,Cottonwood Creek Sand & Gravel,40.3675,-122.311944,812
4500590,BUTLER PIT,48.529722,-122.311667,92161
405504,SWA @ Mountain Gate Quarry,40.734458,-122.310051,3567
4500611,Cowden Pit & Plant,48.843055,-122.302222,12
400023,Napa Quarry,38.261944,-122.275833,3739
4501207,Jensen Portable Screens,47.343333,-122.273333,416
4503366,Noel Pit #1,46.533611,-122.231111,64679
4502611,Sumner Mine,47.231667,-122.225,11183
4500662,Miles Sand & Gravel,47.296944,-122.211389,1563
405156,Orland Plant,39.783779,-122.206097,417
4501237,Auburn Facility,47.2725,-122.202778,5000
4503455,King Creek Pit,47.037222,-122.194722,2252
400726,Lake Herman Quarry,38.117222,-122.181111,65000
4503224,Kapowsin Quarry,47.043611,-122.136667,5394
400107,Felton Quarry,37.034722,-122.098055,38700
404075, Permanente Cement Plant & Quarry,37.32,-122.086944,302651
401676,Stevens Creek Quarry,37.296944,-122.084444,23497
401782,Santa Cruz Sand Plant,36.960277,-122.083611,100
400158,Lehigh Permanente Quarry,37.322222,-122.078056,54257
4503665,"Clauson Quarry, LLC",48.971389,-122.077778,300
403177,Quail Hollow Operation,37.077777,-122.058333,2465
4503489,Lake Frances Pit,47.439722,-122.043888,137944
4503110,Getchell Pit,48.074061,-122.021724,19351
405338,Capay Plant Facility,38.715,-122.010277,954
3502382,Mt Hood Rock Products,45.382778,-122.008889,1347.95
4503338,MORGAN KAME TERRACE,47.319722,-122.006389,7622
4500823,RESERVE SILICA CORPORATION,47.335277,-121.995555,3610
4503014,Sky River Pit,47.844444,-121.991944,19695
4500779,Hamilton Mill,48.525833,-121.990833,100
400946,LEXINGTON QUARRY,37.200555,-121.981388,12687
4503668,Jordan Site,48.091388,-121.979444,160
4503559,Good Inc. Portable #1,47.199444,-121.978611,2143
4503415,Franklin Ridge Sand & Gravel,47.286389,-121.96,18790
400159,Clayton,37.936666,-121.957222,1527
4500609,Enumclaw Pit & Plant,47.196389,-121.947222,3888
400173,Clayton Plant,37.93,-121.942222,5615
1401611,Pittsburg Quarry,38.028333,-121.934444,150
4501994,Kangley Pit,47.358055,-121.911111,21687
401859,Sunol Plant,37.575833,-121.880278,7292
4502189,Mt Si Quarry Inc,47.509595,-121.871235,338
402098,Sunol Aggregates,37.569167,-121.863889,847
405249,Jerico Products Incorporated,38.088889,-121.8525,6191
401973,Woodland Plant,38.6925,-121.849722,32500
401891,Eliot Plant,37.6725,-121.831111,18355
401924,Pleasanton Plant,37.676667,-121.826944,10092
3501066,Sierra Cascade LLC,43.2075,-121.7825,6118
3503696,Rocky Mountain Plants,42.225,-121.781666,262
404053,Dicalite Minerals Corp,41.017778,-121.777222,953
403955,Bihlman Butte Rock,39.275278,-121.771389,1255
401949,G3 Enterprises Byron Plant,37.8625,-121.669167,2798
4503442,Reiter Pit,47.841944,-121.635,100
400119,A R Wilson Quarry,36.897222,-121.634722,17184
405084,FRANKLIN SAND PLANT,39.648611,-121.634166,24
4503175,Iron Mountain Quarry ,48.051773,-121.629707,36061.2
400156,NATIVIDAD PLANT,36.746944,-121.603333,88024
405547,BCJ Sand and Rock Inc,39.637778,-121.588611,2287
404847,TRP Table Mountain Plant,39.574166,-121.582777,50
4503677,Rockport Quarry LLC,48.493056,-121.574722,969
405448,Freeman Quarry,36.938333,-121.554167,460
405545,Dantoni Rd,39.163137,-121.517035,160537
401698,Hallwood Plant,39.201388,-121.509722,999
3503434,Finley Butte Aggregate,43.6675,-121.501944,663
404950,Western Aggregates LLC,39.185556,-121.450278,29130
401895,Tracy Kerlinger Plant,37.680555,-121.429166,314
404647,PLANT 25,36.893056,-121.419167,500
400562,FLORIN PLANT,38.493611,-121.396944,13160.2
401680,Perkins Plant,38.545,-121.377778,1218
400111,Cal Rock Products LLC,36.735556,-121.368333,8062
402792,Vernalis Plant,37.621944,-121.359444,5478
401906,Patterson Plant,39.020278,-121.344722,668
404149,Parks Bar Quarry,39.221389,-121.337778,300
405619,VINEYARD ROCK,36.685833,-121.335,5109
403107,Bradshaw ,38.548888,-121.334444,1017
405459,Knife River Construction Vernalis Plant,37.617222,-121.333055,240
405164,Southside Sand And Gravel,36.796944,-121.331389,1346
404165,Glass Mountain Pumice,41.644444,-121.3275,4520
405330,Mossdale Plant,37.771388,-121.313888,17
405612,Curtis Hanford Sand & Gravel,38.419722,-121.281388,640
3503549,Cline Butte Rock Pit,44.246255,-121.278811,1071
405601,Renewable Resources,36.702222,-121.239722,36746
405653,Hidden Canyon Quarry,36.354167,-121.226944,4775
3503702,Rock N Road Quarry,44.578279,-121.215486,8914
3503312,Sunrock Quarry,45.6425,-121.210555,50058
3500037,Portable Crushing,45.612222,-121.207777,3710
3503518,Cinder Butte Rock Products,44.307222,-121.190277,160
4501882,Circle T Ranch Pit,45.635278,-121.154444,100
3502491,SP-9 O'NEIL,44.32,-121.138611,774
405729,Portable Plant #1,37.730555,-121.126944,15
405744,Portable Plant #5,37.730555,-121.126944,68
3503589,Baggett,44.651944,-121.123333,6391
3503423,Jefferson Portable,44.6293,-121.114297,317
402279,Robinson Gravel Pit / Ophir Rd. Quarry,39.011927,-121.104357,1587
404788,Soper Pit,39.946667,-121.081944,915
404119,CLARK PIT,36.278333,-121.063611,16029
405140,"Concrete, Inc DBA Knife River",38.160555,-121.021944,352
4503330,Portable Wash Plant,47.182222,-120.990555,160
402696,Munn & Perkins Pit  & Mill,37.760833,-120.973333,100
405660,Irish Hill Portable Plant No. 1,38.383888,-120.963333,560
401878,Unimin Ione Plant ,38.343611,-120.935277,12286
405533,Specialty Granules (Ione)  LLC,38.343611,-120.918611,268
405478,Valley Sand & Gravel,36.991389,-120.909444,2045.1
405804,Canyon Rock Pit,37.001111,-120.908333,3621
405411,Chieftan Power Screen,36.023333,-120.879167,800
403108,RUBY MINE,39.509444,-120.848611,12300
401299,Sixteen To One Mine,39.465556,-120.845556,17692
404319,Irelan Mine,39.448056,-120.828611,1757
404819,HOGAN QUARRY,38.147222,-120.826944,883
401769,Hughson Pit & Mill,37.615277,-120.823611,602
400224,Chili Bar Slate,38.766111,-120.820555,31
401616,Santa Margarita Quarry,35.861667,-120.810278,449
405572,Bradley Plant,35.863055,-120.780555,785
4503007,Two Rivers Sand & Gravel Pit,47.833055,-120.776666,4000
404031,Diamond Quarry,38.692222,-120.762222,6968
4503376,Portable Crusher B,47.751111,-120.740277,31488
4503387,Alderbrook Quarry ,47.751111,-120.740277,24
4503204,Van Buren Pit,47.751074,-120.740139,514
401846,WATERFORD PIT & MILL,37.647222,-120.727222,47
400099,Lime Mountain,35.554167,-120.683889,2378
400539,San Andreas Plant,38.179166,-120.6825,374
3503597,S A Moore LLC Prineville,44.317777,-120.666944,3487
405370,"Schlegel North County Sand & Gravel, Inc",35.507222,-120.654722,262
401943,7/11 Materials Inc,37.635555,-120.64,4621
404634,Rocky Canyon Plant,35.472085,-120.611108,100
4503628,Ronald Sand & Gravel,47.008888,-120.605,3112
401787,Gordon Sand Co,34.960316,-120.603772,120
405172,All Rock ,38.158611,-120.6025,2961
4502508,Portable Unit #1,47.013333,-120.599166,326
3500541,Crater Sand & Gravel Inc,43.804133,-120.554201,10155
3500454,Alsea Quarries,43.804166,-120.554166,2411
3500793,DAN PARKER PIT,43.804166,-120.554166,2990
3502479,Tide Creek Rock Inc.,43.804166,-120.554166,1100
3503045,ROSEBURG LUMBER CO PORTABLE,43.804166,-120.554166,17
3503498,Mid Valley Gravel Co-Portable Crusher,43.804166,-120.554166,470
4500764,Cagi Portable Crusher,46.618333,-120.553888,537
405720,Portable Crusher,41.487222,-120.5425,2297.6
403126,Table Mountain Plant & Quarry ,37.893611,-120.513055,1412
402841,River Rock Pit & Mill,37.347222,-120.507777,12242
404932,Snelling Plant/George Reed Inc,37.347222,-120.507777,1927
404792,Carson Hill Rock Products,38.025555,-120.505555,444
403367,North Pit,41.507073,-120.480677,36000
405759,Portable Plant #2,37.904444,-120.466944,2335
402848,Imerys Lompoc Plant,34.608888,-120.464166,152579
4503388,Cagi Portable Washplant,46.506111,-120.46,220
405200,MCCARTY PIT,38.117777,-120.449444,131
403489,SIERRA ROCK PRODUCTS,37.9275,-120.441111,75133
404716,BLUE MOUNTAIN MINERALS,38.069444,-120.423055,11578
401879,Coalinga Pit,36.165833,-120.358056,38
3503398,Lakeview Redi-Mix Co,42.176666,-120.345,100
3503614,Hickey Pit,42.408611,-120.289166,1943
404949,Avenal Asphalt & Aggregate,36.073611,-120.229444,3159
4502295,Winthrop Pit & Plant,48.468151,-120.179817,400
401683,Gardner Pit,34.595277,-120.171388,440
401710,Solvang Plant,34.594444,-120.154166,2002
400357,Yosemite Slate Quarry ,37.483611,-120.020833,166
4503480,Kenite Quarry,47.08,-119.875833,10328
404614,Mesquite,36.838333,-119.862222,17580
2602452,GOLDEN VALLEY AGGREGATE PIT,39.614722,-119.810833,269
2602672,Big Canyon Mine,39.521667,-119.753611,7400
2602647,Goni Pit,39.217222,-119.749722,2242
2600430,Bing Materials,38.895556,-119.749167,380
2602089,Mustang Facility,39.5325,-119.737222,100
401897,Rockfield Plant,36.930833,-119.735278,1922
2600803,SPANISH SPRINGS PIT #6,39.681944,-119.721111,30277
2600434,Rilite Aggregate ,39.416388,-119.713611,125
2600668,ADAMS CLAIM,39.231944,-119.684722,205060
2602082,CEMEX - Sierra Stone Quarry,39.506944,-119.645833,578
2602470,Spring Valley Mine,39.24,-119.637777,1781
2602518,Trico Pit,39.521944,-119.628611,159606.3
2602412,DAYTON MATERIALS ,39.231111,-119.585277,62
2602320,"Tracy Pit, Nevada",39.535,-119.580277,9810
405817,Wishon Quarry,37.315,-119.563333,200
2601006,Basalite Dayton,39.340556,-119.526667,2972
2602204,Lockwood Quarry,39.568055,-119.5225,800
4500191,Tonasket Quarry,48.7975,-119.515,5868
401722,SANTA FE READYMIX,36.696666,-119.513333,6340
401937,Sanger Plant,36.727778,-119.483056,5958
2600677,Clark Mill ,39.564167,-119.480833,18215
2600679,Hazen Pit,39.564167,-119.480833,1410
2601439,Clark Mine,39.564167,-119.480833,25
2602236,Pop-Corn,39.564167,-119.480833,565
404898,GPS River Rock Products Co,34.833333,-119.470833,2190
405481,Ventucopa Quarry,34.819166,-119.453333,1319
4503627,Hiawatha Wash Plant,47.119722,-119.449166,12312
3503454,County Line Road Pit,45.783611,-119.435,2683.6
4503490,Portable Crusher #4,46.227777,-119.389166,43062.75
3500502,JONES-SCOTT CO,45.908611,-119.303333,7274
2602675,327 Apex Mine,39.633889,-119.285556,4223
2600789,CEMEX - Paiute Pit,39.691388,-119.278055,3409
2600015,Nevada Cement Co Cement Plant,39.607968,-119.251835,62474
4500730,Pasco Facility,46.271944,-119.250277,214
405727,Sigma Rock,36.553611,-119.246667,2185
2602630,Mull Lane,39.590555,-119.246388,6300
4503024,Portable Crusher #2,47.131666,-119.211111,70
2602228,Black Mountain ,39.643333,-119.186111,76448.99
401800,San Emidio Plant,35.042777,-119.179444,40000
2602346,Yerington Plant,38.985833,-119.163055,4689
2602591,Rocks Road Pit,38.939444,-119.1325,100
401832,Kaweah River Rock ,36.396944,-119.060833,468
3503538,Crusher #4,43.582222,-119.050277,88
2602629,Reesco Portable,39.538611,-119.045833,916
401896,Lemon Cove Plant,36.3975,-119.033056,12461
405153,LEMONCOVE GRANITE,36.381944,-119.008333,223
4503615,Buckhorn Mine,48.943889,-118.974722,3489
2601950,Fernley Operations,39.829444,-118.971388,29415
404289,Deer Creek Quarry,36.007222,-118.952778,23546.3
4503545,Cat Tracks Inc,46.615555,-118.9325,6615
405229,Mosler Rock-Ojai Quarry,34.167777,-118.923055,40
400118,Best Rock Products Corp,34.354722,-118.919722,26649
405180,Fountain Springs,35.800833,-118.918333,382
401915,Wayne J. Sand & Gravel Inc.,34.326666,-118.886111,4447
3503258,Hatley Construction Inc,45.674444,-118.8275,7934
3501201,MOVEABLE CRUSHER,45.673333,-118.817777,976
2601030,Denton-Rawhide Mine,39.258056,-118.786389,3201
2601655,Borealis Mine,38.388056,-118.77,14125
400213,Lebec Cement Plant ,34.820833,-118.748889,503754.2
404360,Arvin Pit,35.209444,-118.744444,986
2600578,Ashdown Mine,41.858611,-118.727778,20722
2602235,Esmeralda Mine,38.486944,-118.725556,180
401888,Canyon Rock Plant,34.3325,-118.716944,16177
405134,Speciality Sand Plant,34.329722,-118.715555,831
4503544,Connell Portable,46.665278,-118.697778,1115
4502785,Connell Sand & Gravel Pit,46.6654,-118.697715,568
2600347,Salt Flat,39.473611,-118.684167,432
2602596,Portable Crusher #2,38.524722,-118.624444,4060
4503283,Kettle River Mill Site,48.666666,-118.616944,373
2602677,BD Portable Screen,40.091388,-118.594166,150
2600672,Colado Mine,40.179444,-118.473611,202
2601941,Rochester Mine,40.179444,-118.473611,28964.8
405570,7/11 Materials - Coyote Valley Aggregate,37.3575,-118.450278,176
400196,Tehachapi Plant,35.125278,-118.397778,282688
401869,Five Bridges Aggregate Plant,37.406111,-118.395555,100
404777,7/11 Materials - Adams Pit,37.375833,-118.386944,13171
3503736,Portable Crusher #5,45.92,-118.370833,181
3503264,Couse Creek Quarry,45.876944,-118.366388,1801
2600680,Colado Plant,40.240833,-118.359722,60889.8
2602032,A & K Portable #2,40.466388,-118.321388,2604
400081,PEBBLY BEACH QUARRY,33.339782,-118.314233,16905
400036,Mojave Plant & Quarry,35.038333,-118.294722,13985
2601650,Fencemaker,40.399167,-118.28,200
3503269,Portable Crusher #1,45.952222,-118.257222,1740
2600125,Grefco Mine & Mill ,37.995556,-118.212222,2630.8
2601947,Florida Canyon Mine,40.768056,-118.159167,24229
405169,Acton Clay Quarries,34.460277,-118.157777,317
2601962,Hycroft Mine,40.953889,-118.126389,15855
4503555,Kelly Hill Quarry,48.788611,-118.068611,1131
3500507,"R. D. MAC, Inc.",45.305556,-118.044167,185
404802,Littlerock Quarry,34.542777,-118.018888,5045
2602535,Hollister Mine,41.051667,-118.018611,110305
4500808,WHITE QUARRY,48.788889,-118.015278,310
404930,Holliday Rock-Little Rock Plant ,34.510277,-118.013055,2138
405678,West Coast Aggregate Supply Inc,33.857777,-118.004722,4513
401763,IRWINDALE PLANT,34.118333,-117.980555,75804.6
3503237,Celatom Mine,43.773888,-117.977777,26792
401838,Irwindale Rock Plant,34.111111,-117.973611,822
405604,Portable #1,34.557777,-117.969444,1074
404926,Littlerock,34.516944,-117.96,106.2
2602635,SUNRISE GOLD PLACER MINE,40.731944,-117.949722,324
3503345,North Powder Quarry Crusher #1,44.911666,-117.938888,11704
403200,Reliance Plant,34.133611,-117.931667,108
401696,Azusa Quarry ,34.115278,-117.930556,2320
404783,Global Pumice Mine - Olancha,36.223333,-117.927222,400
403623,Red Hill,35.935556,-117.9075,4802
4503373,Sprague Quarry,47.332778,-117.891389,60
404602,MAKAYLA,36.087778,-117.881111,18977.4
